order_item_id,order_id,product_id,quantity,unit_price,line_total
872,362,42,1,4.48,4.48
873,362,24,1,1.99,1.99
874,363,60,1,6.98,6.98
875,364,50,2,6.98,13.96
876,364,13,1,1.49,1.49
877,365,46,3,6.78,20.34
878,366,46,1,6.78,6.78
879,366,37,1,6.98,6.98
880,367,60,2,6.98,13.96
881,368,29,2,2.49,4.98
882,368,47,1,5.48,5.48
883,368,30,3,4.98,14.94
884,368,51,1,6.98,6.98
885,369,29,1,2.49,2.49
886,370,15,2,1.79,3.58
887,370,56,2,5.48,10.96
888,370,16,1,2.19,2.19
889,371,58,1,4.78,4.78
890,371,14,1,1.29,1.29
891,371,50,1,6.98,6.98
892,371,26,2,2.99,5.98
893,371,8,1,5.99,5.99
894,372,56,1,5.48,5.48
895,373,16,2,2.19,4.38
896,373,29,1,2.49,2.49
897,373,36,2,6.98,13.96
898,373,38,2,8.98,17.96
899,373,37,1,6.98,6.98
900,374,42,3,4.48,13.44
901,374,36,1,6.98,6.98
902,374,50,1,6.98,6.98
903,374,45,1,5.48,5.48
904,375,5,1,4.99,4.99
905,375,6,1,5.29,5.29
906,375,38,1,8.98,8.98
907,376,21,1,3.49,3.49
908,376,27,2,3.29,6.58
909,376,27,1,3.29,3.29
910,377,12,2,2.99,5.98
911,378,4,1,4.99,4.99
912,378,37,2,6.98,13.96
913,379,52,1,4.78,4.78
914,379,24,2,1.99,3.98
915,380,59,2,6.98,13.96
916,380,45,1,5.48,5.48
917,381,2,1,5.49,5.49
918,381,5,3,4.99,14.97
919,381,18,2,3.29,6.58
920,381,3,1,5.99,5.99
921,382,40,1,7.48,7.48
922,382,15,2,1.79,3.58
923,383,29,1,2.49,2.49
924,383,57,2,7.48,14.96
925,384,6,1,5.29,5.29
926,385,4,1,4.99,4.99
927,385,56,2,5.48,10.96
928,386,26,1,2.99,2.99
929,386,48,2,6.98,13.96
930,386,43,1,5.28,5.28
931,387,51,1,6.98,6.98
932,387,48,1,6.98,6.98
933,388,26,1,2.99,2.99
934,388,28,1,3.49,3.49
935,388,53,1,6.98,6.98
936,388,58,2,4.78,9.56
937,389,39,2,8.48,16.96
938,390,24,1,1.99,1.99
939,390,24,1,1.99,1.99
940,391,14,2,1.29,2.58
941,391,53,1,6.98,6.98
942,392,40,1,7.48,7.48
943,392,42,2,4.48,8.96
944,392,47,1,5.48,5.48
945,393,51,3,6.98,20.94
946,393,46,1,6.78,6.78
947,394,51,1,6.98,6.98
948,395,1,1,3.49,3.49
949,395,7,2,3.99,7.98
950,396,3,1,5.99,5.99
951,396,45,3,5.48,16.44
952,396,10,3,2.79,8.37
953,396,50,1,6.98,6.98
954,397,22,2,3.79,7.58
955,397,39,1,8.48,8.48
956,397,57,1,7.48,7.48
957,398,19,1,1.49,1.49
958,398,42,2,4.48,8.96
959,399,31,1,9.48,9.48
960,400,49,1,8.78,8.78
961,400,21,1,3.49,3.49
962,401,54,1,6.98,6.98
963,402,42,2,4.48,8.96
964,402,7,1,3.99,3.99
965,402,29,2,2.49,4.98
966,403,6,1,5.29,5.29
967,404,7,3,3.99,11.97
968,404,34,2,4.48,8.96
969,404,32,1,8.78,8.78
970,404,49,2,8.78,17.56
971,404,13,1,1.49,1.49
972,405,18,2,3.29,6.58
973,405,60,1,6.98,6.98
974,405,39,1,8.48,8.48
975,405,43,1,5.28,5.28
976,406,48,1,6.98,6.98
977,406,60,1,6.98,6.98
978,406,54,1,6.98,6.98
979,407,48,1,6.98,6.98
980,407,23,1,1.49,1.49
981,407,20,1,3.99,3.99
982,408,14,1,1.29,1.29
983,409,40,1,7.48,7.48
984,409,22,1,3.79,3.79
985,410,60,2,6.98,13.96
986,410,10,1,2.79,2.79
987,410,25,1,0.99,0.99
988,410,31,1,9.48,9.48
989,411,1,1,3.49,3.49
990,412,49,2,8.78,17.56
991,412,9,2,1.99,3.98
992,413,45,1,5.48,5.48
993,414,8,2,5.99,11.98
994,414,48,1,6.98,6.98
995,415,16,2,2.19,4.38
996,415,5,1,4.99,4.99
997,415,16,1,2.19,2.19
998,415,7,1,3.99,3.99
999,416,10,1,2.79,2.79
1000,417,54,1,6.98,6.98
1001,417,23,1,1.49,1.49
1002,417,47,1,5.48,5.48
1003,418,20,2,3.99,7.98
1004,418,24,1,1.99,1.99
1005,419,5,1,4.99,4.99
1006,419,49,3,8.78,26.34
1007,419,39,1,8.48,8.48
1008,419,38,1,8.98,8.98
1009,420,48,1,6.98,6.98
1010,420,46,3,6.78,20.34
1011,420,12,1,2.99,2.99
1012,421,1,1,3.49,3.49
1013,422,31,3,9.48,28.44
1014,423,18,1,3.29,3.29
1015,424,11,1,3.49,3.49
1016,424,20,1,3.99,3.99
1017,424,10,1,2.79,2.79
1018,425,13,1,1.49,1.49
1019,426,27,1,3.29,3.29
1020,426,54,3,6.98,20.94
1021,426,53,1,6.98,6.98
1022,426,26,1,2.99,2.99
1023,426,28,2,3.49,6.98
1024,427,52,1,4.78,4.78
1025,427,45,1,5.48,5.48
1026,427,29,1,2.49,2.49
1027,427,35,2,7.48,14.96
1028,427,11,1,3.49,3.49
1029,428,19,1,1.49,1.49
1030,428,36,1,6.98,6.98
1031,429,18,1,3.29,3.29
1032,429,60,1,6.98,6.98
1033,430,42,2,4.48,8.96
1034,431,1,3,3.49,10.47
1035,432,30,2,4.98,9.96
1036,432,2,1,5.49,5.49
1037,432,5,1,4.99,4.99
1038,433,21,2,3.49,6.98
1039,433,58,1,4.78,4.78
1040,433,15,1,1.79,1.79
1041,434,27,1,3.29,3.29
1042,434,44,2,6.78,13.56
1043,434,26,1,2.99,2.99
1044,435,50,1,6.98,6.98
1045,435,1,1,3.49,3.49
1046,435,11,1,3.49,3.49
1047,435,55,1,6.48,6.48
1048,436,17,1,2.49,2.49
1049,436,30,3,4.98,14.94
1050,436,10,1,2.79,2.79
1051,437,43,1,5.28,5.28
1052,437,21,1,3.49,3.49
1053,438,27,1,3.29,3.29
1054,439,40,1,7.48,7.48
1055,439,45,1,5.48,5.48
1056,440,17,1,2.49,2.49
1057,440,38,3,8.98,26.94
1058,440,45,1,5.48,5.48
1059,441,43,1,5.28,5.28
1060,442,39,2,8.48,16.96
1061,443,39,1,8.48,8.48
1062,444,50,1,6.98,6.98
1063,444,4,1,4.99,4.99
1064,444,51,2,6.98,13.96
1065,445,53,1,6.98,6.98
1066,445,28,3,3.49,10.47
1067,446,37,3,6.98,20.94
1068,446,38,1,8.98,8.98
1069,446,26,1,2.99,2.99
1070,446,57,1,7.48,7.48
1071,447,37,2,6.98,13.96
1072,447,3,1,5.99,5.99
1073,447,32,1,8.78,8.78
1074,447,35,3,7.48,22.44
1075,448,37,3,6.98,20.94
1076,448,2,1,5.49,5.49
1077,448,15,2,1.79,3.58
1078,448,2,3,5.49,16.47
1079,448,11,1,3.49,3.49
1080,449,35,1,7.48,7.48
1081,449,24,1,1.99,1.99
1082,449,24,1,1.99,1.99
1083,449,17,1,2.49,2.49
1084,450,35,3,7.48,22.44
1085,450,49,1,8.78,8.78
1086,451,33,3,8.48,25.44
1087,451,8,1,5.99,5.99
1088,452,24,3,1.99,5.97
1089,452,26,1,2.99,2.99
1090,452,47,1,5.48,5.48
1091,453,21,1,3.49,3.49
1092,453,9,1,1.99,1.99
1093,453,10,1,2.79,2.79
1094,453,36,2,6.98,13.96
1095,454,27,1,3.29,3.29
1096,455,19,1,1.49,1.49
1097,455,19,1,1.49,1.49
1098,456,22,1,3.79,3.79
1099,456,21,3,3.49,10.47
1100,456,36,1,6.98,6.98
1101,457,50,1,6.98,6.98
1102,457,31,1,9.48,9.48
1103,458,20,1,3.99,3.99
1104,458,60,1,6.98,6.98
1105,459,14,1,1.29,1.29
1106,460,24,3,1.99,5.97
1107,461,13,2,1.49,2.98
1108,461,47,1,5.48,5.48
1109,462,40,2,7.48,14.96
1110,462,4,1,4.99,4.99
1111,463,33,2,8.48,16.96
1112,463,7,2,3.99,7.98
1113,463,53,1,6.98,6.98
1114,463,52,1,4.78,4.78
1115,464,49,2,8.78,17.56
1116,465,46,1,6.78,6.78
1117,465,18,1,3.29,3.29
1118,466,58,1,4.78,4.78
1119,466,13,1,1.49,1.49
1120,467,7,2,3.99,7.98
1121,467,36,2,6.98,13.96
1122,467,25,1,0.99,0.99
1123,468,5,1,4.99,4.99
1124,468,8,1,5.99,5.99
1125,468,46,1,6.78,6.78
1126,469,16,1,2.19,2.19
1127,469,60,1,6.98,6.98
1128,470,37,2,6.98,13.96
1129,470,6,1,5.29,5.29
1130,470,19,1,1.49,1.49
1131,470,18,1,3.29,3.29
1132,471,38,2,8.98,17.96
1133,471,4,1,4.99,4.99
1134,471,12,1,2.99,2.99
1135,472,54,3,6.98,20.94
1136,472,14,2,1.29,2.58
1137,472,13,1,1.49,1.49
1138,473,58,1,4.78,4.78
1139,473,44,3,6.78,20.34
1140,474,1,1,3.49,3.49
1141,475,53,1,6.98,6.98
1142,475,9,3,1.99,5.97
1143,475,59,3,6.98,20.94
1144,476,11,2,3.49,6.98
1145,476,8,3,5.99,17.97
1146,476,55,1,6.48,6.48
1147,476,32,2,8.78,17.56
1148,477,57,1,7.48,7.48
1149,477,53,2,6.98,13.96
1150,478,40,3,7.48,22.44
1151,478,14,1,1.29,1.29
1152,479,17,1,2.49,2.49
1153,479,37,1,6.98,6.98
1154,479,44,1,6.78,6.78
1155,480,41,1,4.48,4.48
1156,481,32,1,8.78,8.78
1157,482,20,1,3.99,3.99
1158,483,45,1,5.48,5.48
1159,484,60,1,6.98,6.98
1160,484,1,1,3.49,3.49
1161,484,60,3,6.98,20.94
1162,485,30,1,4.98,4.98
1163,485,24,1,1.99,1.99
1164,485,4,1,4.99,4.99
1165,486,7,1,3.99,3.99
1166,486,42,1,4.48,4.48
1167,487,56,2,5.48,10.96
1168,488,27,1,3.29,3.29
1169,489,7,1,3.99,3.99
1170,489,12,1,2.99,2.99
1171,489,25,1,0.99,0.99
1172,489,3,2,5.99,11.98
1173,490,54,3,6.98,20.94
1174,490,16,2,2.19,4.38
1175,490,47,1,5.48,5.48
1176,490,19,1,1.49,1.49
1177,491,2,1,5.49,5.49
1178,491,56,2,5.48,10.96
1179,492,22,1,3.79,3.79
1180,492,53,2,6.98,13.96
1181,492,36,1,6.98,6.98
1182,493,32,2,8.78,17.56
1183,493,16,1,2.19,2.19
1184,493,51,2,6.98,13.96
1185,494,60,2,6.98,13.96
1186,494,1,1,3.49,3.49
1187,494,53,1,6.98,6.98
1188,495,7,3,3.99,11.97
1189,495,9,1,1.99,1.99
1190,496,47,1,5.48,5.48
1191,496,15,1,1.79,1.79
1192,497,45,1,5.48,5.48
1193,497,55,2,6.48,12.96
1194,498,41,2,4.48,8.96
1195,498,6,1,5.29,5.29
1196,499,14,1,1.29,1.29
1197,500,13,1,1.49,1.49
1198,501,18,2,3.29,6.58
1199,502,22,1,3.79,3.79
1200,502,2,1,5.49,5.49
1201,503,11,2,3.49,6.98
1202,503,33,1,8.48,8.48
1203,504,38,1,8.98,8.98
1204,504,22,1,3.79,3.79
1205,504,5,2,4.99,9.98
1206,504,48,2,6.98,13.96
1207,505,23,1,1.49,1.49
1208,506,56,2,5.48,10.96
1209,507,16,3,2.19,6.57
1210,507,52,1,4.78,4.78
1211,507,16,1,2.19,2.19
1212,508,36,1,6.98,6.98
1213,508,9,1,1.99,1.99
1214,508,47,3,5.48,16.44
1215,508,14,1,1.29,1.29
1216,509,54,1,6.98,6.98
1217,509,52,1,4.78,4.78
1218,509,16,1,2.19,2.19
1219,509,20,2,3.99,7.98
1220,510,58,1,4.78,4.78
1221,510,34,3,4.48,13.44
1222,511,15,1,1.79,1.79
1223,511,50,1,6.98,6.98
1224,512,33,1,8.48,8.48
1225,513,35,1,7.48,7.48
1226,513,16,3,2.19,6.57
1227,514,31,1,9.48,9.48
1228,514,36,1,6.98,6.98
1229,514,44,1,6.78,6.78
1230,514,33,1,8.48,8.48
1231,515,30,1,4.98,4.98
1232,516,48,2,6.98,13.96
1233,517,29,1,2.49,2.49
1234,517,32,1,8.78,8.78
1235,517,56,1,5.48,5.48
1236,517,24,1,1.99,1.99
1237,517,52,3,4.78,14.34
1238,518,57,3,7.48,22.44
1239,518,47,1,5.48,5.48
1240,519,42,1,4.48,4.48
1241,519,28,1,3.49,3.49
1242,520,23,1,1.49,1.49
1243,520,37,1,6.98,6.98
1244,520,41,1,4.48,4.48
1245,521,2,1,5.49,5.49
1246,521,24,1,1.99,1.99
1247,522,39,1,8.48,8.48
1248,522,2,1,5.49,5.49
1249,522,46,3,6.78,20.34
1250,523,39,1,8.48,8.48
1251,523,41,1,4.48,4.48
1252,523,37,1,6.98,6.98
1253,523,7,1,3.99,3.99
1254,523,20,1,3.99,3.99
1255,524,39,1,8.48,8.48
1256,524,28,3,3.49,10.47
1257,525,35,1,7.48,7.48
1258,525,32,1,8.78,8.78
1259,525,47,2,5.48,10.96
1260,526,30,1,4.98,4.98
1261,526,17,2,2.49,4.98
1262,527,17,1,2.49,2.49
1263,528,57,1,7.48,7.48
1264,528,37,2,6.98,13.96
1265,528,40,1,7.48,7.48
1266,529,27,1,3.29,3.29
1267,529,59,3,6.98,20.94
1268,529,19,1,1.49,1.49
1269,529,31,1,9.48,9.48
1270,530,22,3,3.79,11.37
1271,530,4,1,4.99,4.99
1272,530,17,1,2.49,2.49
1273,531,54,1,6.98,6.98
1274,532,46,1,6.78,6.78
1275,532,30,2,4.98,9.96
1276,533,60,1,6.98,6.98
1277,533,8,3,5.99,17.97
1278,533,55,2,6.48,12.96
1279,533,34,1,4.48,4.48
1280,533,59,1,6.98,6.98
1281,534,49,3,8.78,26.34
1282,535,33,1,8.48,8.48
1283,535,26,1,2.99,2.99
1284,535,28,2,3.49,6.98
1285,536,38,1,8.98,8.98
1286,536,17,1,2.49,2.49
1287,536,44,2,6.78,13.56
1288,536,1,1,3.49,3.49
1289,537,35,1,7.48,7.48
1290,538,57,1,7.48,7.48
1291,538,16,3,2.19,6.57
1292,538,13,1,1.49,1.49
1293,539,34,1,4.48,4.48
1294,539,58,2,4.78,9.56
1295,540,17,1,2.49,2.49
1296,540,5,1,4.99,4.99
1297,541,8,1,5.99,5.99
1298,541,27,1,3.29,3.29
1299,542,13,2,1.49,2.98
1300,542,20,2,3.99,7.98
1301,542,2,3,5.49,16.47
1302,543,6,1,5.29,5.29
1303,544,55,1,6.48,6.48
1304,544,39,1,8.48,8.48
1305,544,36,3,6.98,20.94
1306,544,34,1,4.48,4.48
1307,544,27,1,3.29,3.29
1308,545,31,1,9.48,9.48
1309,545,14,2,1.29,2.58
1310,545,54,1,6.98,6.98
1311,546,17,1,2.49,2.49
1312,546,16,1,2.19,2.19
1313,546,40,1,7.48,7.48
1314,547,52,1,4.78,4.78
1315,547,33,1,8.48,8.48
1316,547,10,3,2.79,8.37
1317,547,17,1,2.49,2.49
1318,547,49,3,8.78,26.34
1319,548,54,1,6.98,6.98
1320,548,20,1,3.99,3.99
1321,549,3,1,5.99,5.99
1322,549,34,1,4.48,4.48
1323,550,23,1,1.49,1.49
1324,551,2,1,5.49,5.49
1325,551,39,1,8.48,8.48
1326,551,49,1,8.78,8.78
1327,552,27,1,3.29,3.29
1328,552,2,1,5.49,5.49
1329,552,33,1,8.48,8.48
1330,553,56,1,5.48,5.48
1331,553,2,1,5.49,5.49
1332,553,14,3,1.29,3.87
1333,553,56,1,5.48,5.48
1334,554,36,1,6.98,6.98
1335,554,41,1,4.48,4.48
1336,554,36,2,6.98,13.96
1337,555,31,1,9.48,9.48
1338,555,24,1,1.99,1.99
1339,555,7,3,3.99,11.97
1340,556,29,2,2.49,4.98
1341,556,20,2,3.99,7.98
1342,557,25,1,0.99,0.99
1343,557,52,2,4.78,9.56
1344,558,38,1,8.98,8.98
1345,559,28,1,3.49,3.49
1346,559,21,1,3.49,3.49
1347,560,9,1,1.99,1.99
1348,560,57,2,7.48,14.96
1349,561,19,1,1.49,1.49
1350,561,48,1,6.98,6.98
1351,561,22,1,3.79,3.79
1352,561,59,1,6.98,6.98
1353,562,25,1,0.99,0.99
1354,562,2,1,5.49,5.49
1355,562,51,1,6.98,6.98
1356,562,9,1,1.99,1.99
1357,563,58,1,4.78,4.78
1358,563,11,1,3.49,3.49
1359,563,40,1,7.48,7.48
1360,564,17,2,2.49,4.98
1361,564,7,1,3.99,3.99
1362,565,47,2,5.48,10.96
1363,566,41,1,4.48,4.48
1364,567,1,1,3.49,3.49
1365,568,48,2,6.98,13.96
1366,568,21,2,3.49,6.98
1367,568,43,1,5.28,5.28
1368,568,52,1,4.78,4.78
1369,569,35,1,7.48,7.48
1370,569,40,1,7.48,7.48
1371,570,41,2,4.48,8.96
1372,571,47,1,5.48,5.48
1373,571,24,2,1.99,3.98
1374,571,21,1,3.49,3.49
1375,572,30,1,4.98,4.98
1376,572,13,1,1.49,1.49
1377,572,23,1,1.49,1.49
1378,572,29,1,2.49,2.49
1379,573,3,2,5.99,11.98
1380,573,37,2,6.98,13.96
1381,573,56,1,5.48,5.48
1382,574,49,1,8.78,8.78
1383,574,59,1,6.98,6.98
1384,575,21,1,3.49,3.49
1385,575,37,1,6.98,6.98
1386,576,60,1,6.98,6.98
1387,576,45,1,5.48,5.48
1388,577,25,1,0.99,0.99
1389,577,27,1,3.29,3.29
1390,578,43,2,5.28,10.56
1391,578,36,1,6.98,6.98
1392,579,10,2,2.79,5.58
1393,580,2,1,5.49,5.49
1394,580,50,1,6.98,6.98
1395,580,21,3,3.49,10.47
1396,580,33,1,8.48,8.48
1397,580,24,1,1.99,1.99
1398,581,11,1,3.49,3.49
1399,581,55,1,6.48,6.48
1400,582,33,3,8.48,25.44
1401,582,45,1,5.48,5.48
1402,582,1,3,3.49,10.47
1403,583,26,1,2.99,2.99
1404,583,58,2,4.78,9.56
1405,583,12,2,2.99,5.98
1406,583,30,1,4.98,4.98
1407,583,28,1,3.49,3.49
1408,584,49,1,8.78,8.78
1409,584,42,2,4.48,8.96
1410,585,58,1,4.78,4.78
1411,585,15,2,1.79,3.58
1412,586,33,1,8.48,8.48
1413,586,25,1,0.99,0.99
1414,586,8,1,5.99,5.99
1415,587,11,1,3.49,3.49
1416,588,12,3,2.99,8.97
1417,588,54,2,6.98,13.96
1418,588,2,1,5.49,5.49
1419,588,53,1,6.98,6.98
1420,589,32,1,8.78,8.78
1421,589,11,1,3.49,3.49
1422,589,24,2,1.99,3.98
1423,589,3,1,5.99,5.99
1424,590,31,3,9.48,28.44
1425,591,12,1,2.99,2.99
1426,591,18,3,3.29,9.87
1427,592,56,3,5.48,16.44
1428,593,8,1,5.99,5.99
1429,593,44,2,6.78,13.56
1430,594,53,1,6.98,6.98
1431,594,49,1,8.78,8.78
1432,595,60,1,6.98,6.98
1433,595,39,1,8.48,8.48
1434,595,26,1,2.99,2.99
1435,596,30,1,4.98,4.98
1436,596,60,1,6.98,6.98
1437,596,58,1,4.78,4.78
1438,596,13,2,1.49,2.98
1439,597,6,2,5.29,10.58
1440,598,30,1,4.98,4.98
1441,599,30,2,4.98,9.96
1442,599,57,3,7.48,22.44
1443,600,24,3,1.99,5.97
1444,600,14,1,1.29,1.29
1445,601,4,1,4.99,4.99
1446,601,1,1,3.49,3.49
1447,602,60,2,6.98,13.96
1448,602,25,1,0.99,0.99
1449,602,3,1,5.99,5.99
1450,602,5,1,4.99,4.99
1451,603,56,2,5.48,10.96
1452,603,19,1,1.49,1.49
1453,603,39,1,8.48,8.48
1454,603,35,2,7.48,14.96
1455,604,38,1,8.98,8.98
1456,604,16,1,2.19,2.19
1457,605,41,1,4.48,4.48
1458,605,15,1,1.79,1.79
1459,605,44,1,6.78,6.78
1460,605,3,1,5.99,5.99
1461,606,2,2,5.49,10.98
1462,606,17,1,2.49,2.49
1463,606,35,2,7.48,14.96
1464,607,35,1,7.48,7.48
1465,607,48,1,6.98,6.98
1466,607,21,1,3.49,3.49
1467,607,21,1,3.49,3.49
1468,608,21,2,3.49,6.98
1469,608,8,1,5.99,5.99
1470,608,44,1,6.78,6.78
1471,608,52,1,4.78,4.78
1472,609,56,1,5.48,5.48
1473,609,33,1,8.48,8.48
1474,609,38,1,8.98,8.98
1475,610,31,1,9.48,9.48
1476,610,18,1,3.29,3.29
1477,610,23,2,1.49,2.98
1478,610,60,1,6.98,6.98
1479,610,22,3,3.79,11.37
1480,611,4,3,4.99,14.97
1481,612,2,1,5.49,5.49
1482,612,28,1,3.49,3.49
1483,612,26,1,2.99,2.99
1484,612,23,1,1.49,1.49
1485,613,30,1,4.98,4.98
1486,613,53,1,6.98,6.98
1487,613,41,2,4.48,8.96
1488,614,4,2,4.99,9.98
1489,614,5,3,4.99,14.97
1490,614,4,1,4.99,4.99
1491,614,36,3,6.98,20.94
1492,615,56,1,5.48,5.48
1493,615,24,1,1.99,1.99
1494,615,59,1,6.98,6.98
1495,616,38,1,8.98,8.98
1496,616,59,1,6.98,6.98
1497,616,32,1,8.78,8.78
1498,617,25,1,0.99,0.99
1499,618,25,2,0.99,1.98
1500,618,22,3,3.79,11.37
1501,619,25,1,0.99,0.99
1502,619,10,1,2.79,2.79
1503,619,30,1,4.98,4.98
1504,619,10,1,2.79,2.79
1505,620,13,1,1.49,1.49
1506,620,37,3,6.98,20.94
1507,621,54,1,6.98,6.98
1508,621,3,1,5.99,5.99
1509,621,55,2,6.48,12.96
1510,621,56,1,5.48,5.48
1511,622,47,2,5.48,10.96
1512,622,46,1,6.78,6.78
1513,623,59,1,6.98,6.98
1514,623,26,1,2.99,2.99
1515,623,17,3,2.49,7.47
1516,624,33,2,8.48,16.96
1517,624,51,1,6.98,6.98
1518,624,7,1,3.99,3.99
1519,625,58,1,4.78,4.78
1520,625,8,1,5.99,5.99
1521,625,42,1,4.48,4.48
1522,625,12,1,2.99,2.99
1523,626,37,2,6.98,13.96
1524,627,58,1,4.78,4.78
1525,627,34,1,4.48,4.48
1526,628,49,1,8.78,8.78
1527,629,41,1,4.48,4.48
1528,630,24,2,1.99,3.98
1529,630,21,1,3.49,3.49
1530,630,41,1,4.48,4.48
1531,631,25,1,0.99,0.99
1532,632,9,1,1.99,1.99
1533,632,15,1,1.79,1.79
1534,633,44,1,6.78,6.78
1535,633,6,3,5.29,15.87
1536,633,28,1,3.49,3.49
1537,634,4,2,4.99,9.98
1538,634,11,1,3.49,3.49
1539,634,21,2,3.49,6.98
1540,634,30,2,4.98,9.96
1541,634,18,1,3.29,3.29
1542,635,40,1,7.48,7.48
1543,635,15,1,1.79,1.79
1544,636,21,1,3.49,3.49
1545,636,17,1,2.49,2.49
1546,636,41,1,4.48,4.48
1547,637,11,1,3.49,3.49
1548,638,9,3,1.99,5.97
1549,639,21,1,3.49,3.49
1550,639,23,1,1.49,1.49
1551,640,46,1,6.78,6.78
1552,640,52,1,4.78,4.78
1553,641,36,1,6.98,6.98
1554,641,12,2,2.99,5.98
1555,641,55,1,6.48,6.48
1556,642,20,3,3.99,11.97
1557,642,40,1,7.48,7.48
1558,642,35,3,7.48,22.44
1559,642,31,1,9.48,9.48
1560,642,58,1,4.78,4.78
1561,643,22,1,3.79,3.79
1562,643,16,1,2.19,2.19
1563,644,34,1,4.48,4.48
1564,644,8,1,5.99,5.99
1565,645,28,2,3.49,6.98
1566,645,46,1,6.78,6.78
1567,646,44,3,6.78,20.34
1568,647,17,1,2.49,2.49
1569,647,52,1,4.78,4.78
1570,648,38,1,8.98,8.98
1571,649,30,1,4.98,4.98
1572,649,6,1,5.29,5.29
1573,649,4,1,4.99,4.99
1574,649,51,1,6.98,6.98
1575,650,30,1,4.98,4.98
1576,650,52,1,4.78,4.78
1577,651,42,3,4.48,13.44
1578,651,50,1,6.98,6.98
1579,652,32,1,8.78,8.78
1580,652,34,3,4.48,13.44
1581,653,14,2,1.29,2.58
1582,654,19,3,1.49,4.47
1583,654,27,1,3.29,3.29
1584,655,57,3,7.48,22.44
1585,655,24,3,1.99,5.97
1586,655,28,1,3.49,3.49
1587,655,36,1,6.98,6.98
1588,656,24,3,1.99,5.97
1589,657,58,1,4.78,4.78
1590,657,17,1,2.49,2.49
1591,657,22,1,3.79,3.79
1592,657,22,2,3.79,7.58
1593,657,54,1,6.98,6.98
1594,658,52,1,4.78,4.78
1595,658,28,3,3.49,10.47
1596,659,36,1,6.98,6.98
1597,659,47,2,5.48,10.96
1598,659,43,1,5.28,5.28
1599,660,28,1,3.49,3.49
1600,660,22,1,3.79,3.79
1601,660,18,3,3.29,9.87
1602,660,22,1,3.79,3.79
1603,660,41,1,4.48,4.48
1604,661,57,1,7.48,7.48
1605,661,7,1,3.99,3.99
1606,662,15,1,1.79,1.79
1607,663,26,1,2.99,2.99
1608,663,46,1,6.78,6.78
1609,664,2,1,5.49,5.49
1610,664,48,1,6.98,6.98
1611,664,13,1,1.49,1.49
1612,664,27,2,3.29,6.58
1613,665,48,1,6.98,6.98
1614,666,17,1,2.49,2.49
1615,666,20,2,3.99,7.98
1616,666,7,2,3.99,7.98
1617,667,39,1,8.48,8.48
1618,667,40,1,7.48,7.48
1619,667,7,1,3.99,3.99
1620,668,49,1,8.78,8.78
1621,669,8,1,5.99,5.99
1622,670,60,1,6.98,6.98
1623,670,54,3,6.98,20.94
1624,670,60,1,6.98,6.98
1625,671,53,1,6.98,6.98
1626,671,56,2,5.48,10.96
1627,671,12,1,2.99,2.99
1628,671,32,1,8.78,8.78
1629,672,1,3,3.49,10.47
1630,672,17,1,2.49,2.49
1631,673,39,1,8.48,8.48
1632,673,46,1,6.78,6.78
1633,674,47,1,5.48,5.48
1634,675,50,3,6.98,20.94
1635,675,50,1,6.98,6.98
1636,675,25,1,0.99,0.99
1637,676,47,1,5.48,5.48
1638,677,58,1,4.78,4.78
1639,677,1,2,3.49,6.98
1640,677,42,1,4.48,4.48
1641,677,20,2,3.99,7.98
1642,677,10,1,2.79,2.79
1643,678,7,2,3.99,7.98
1644,678,9,1,1.99,1.99
1645,678,16,1,2.19,2.19
1646,678,5,1,4.99,4.99
1647,678,34,2,4.48,8.96
1648,679,51,1,6.98,6.98
1649,679,17,1,2.49,2.49
1650,680,42,1,4.48,4.48
1651,680,32,1,8.78,8.78
1652,680,8,1,5.99,5.99
1653,681,48,1,6.98,6.98
1654,681,41,2,4.48,8.96
1655,681,21,1,3.49,3.49
1656,681,57,2,7.48,14.96
1657,682,17,1,2.49,2.49
1658,683,46,1,6.78,6.78
1659,684,46,1,6.78,6.78
1660,685,40,1,7.48,7.48
1661,685,45,1,5.48,5.48
1662,686,37,1,6.98,6.98
1663,686,57,1,7.48,7.48
1664,686,6,1,5.29,5.29
1665,687,37,2,6.98,13.96
1666,687,31,1,9.48,9.48
1667,687,12,1,2.99,2.99
1668,688,20,1,3.99,3.99
1669,688,13,1,1.49,1.49
1670,688,44,1,6.78,6.78
1671,688,42,1,4.48,4.48
1672,689,22,1,3.79,3.79
1673,689,42,1,4.48,4.48
1674,690,10,1,2.79,2.79
1675,690,22,2,3.79,7.58
1676,690,29,1,2.49,2.49
1677,690,9,1,1.99,1.99
1678,691,54,1,6.98,6.98
1679,691,39,1,8.48,8.48
1680,692,53,1,6.98,6.98
1681,692,6,3,5.29,15.87
1682,692,32,3,8.78,26.34
1683,693,12,1,2.99,2.99
1684,694,3,2,5.99,11.98
1685,694,2,1,5.49,5.49
1686,695,35,1,7.48,7.48
1687,695,22,3,3.79,11.37
1688,696,31,1,9.48,9.48
1689,696,45,1,5.48,5.48
1690,696,53,1,6.98,6.98
1691,697,4,1,4.99,4.99
1692,698,26,1,2.99,2.99
1693,698,38,1,8.98,8.98
1694,698,25,1,0.99,0.99
1695,698,4,3,4.99,14.97
1696,699,15,1,1.79,1.79
1697,700,46,2,6.78,13.56
1698,701,7,2,3.99,7.98
1699,702,52,1,4.78,4.78
1700,702,8,2,5.99,11.98
